id,filename,status,processed_at,processing_time_seconds,nome_produto,nome_produto_confidence,fabricante,fabricante_confidence,numero_onu,numero_onu_confidence,numero_onu_status,numero_onu_message,numero_cas,numero_cas_confidence,numero_cas_status,numero_cas_message,classificacao_onu,classificacao_onu_confidence,classificacao_onu_status,classificacao_onu_message,grupo_embalagem,grupo_embalagem_confidence,incompatibilidades,incompatibilidades_confidence
170,36455 TEROSON BOND180 TRUE FDS.PDF,success,2025-11-19 14:47:21.195418,28.049805984999693,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2011,0.85,warning,,471-34-1,0.8,warning,,4.3,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,"Calcium carbonate (CAS 471-34-1) is stable under normal conditions but reacts with strong acids, bases, and oxidizing agents. It is used as an antacid and is generally safe. Avoid contact with strong acids and oxidizing materials.",0.8
162,31995 BRAZILIAN LACA NITRO ALUMINIO FDS.pdf,success,2025-11-19 14:47:20.614350,31.08567032400242,LACA NITRO ALUMÍNIO,0.75,Brazilian Color Indústria de Tintas e Vernizes Ltda.,0.8,1263,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.8,"LACA NITRO ALUMÍNIO UN 2025 is incompatible with oxidizing agents, strong alkalis, strong acids, and amines. Store away from high temperatures to prevent hazardous reactions. Follow safety guidelines to avoid skin and eye contact.",0.8
124,210173 DRULBOILER 300_FDS.pdf,success,2025-11-19 14:47:19.565547,107.52150610999888,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,,
168,35563 SHELL GADUS GRAXA V100-3 FDS.PDF,success,2025-11-19 14:47:18.253434,26.20661225599906,Shell Gadus S2 V100 3,0.88,Neolubes Industria De Lubrificantes Ltda.,0.8,1272,0.85,warning,,68411-46-1,0.8,warning,,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.0,Shell Gadus S2 V100 3 is stable but reacts with strong oxidizing agents; avoid extreme temperatures and sunlight; no hazardous decomposition if stored properly.,0.8
166,35075 AGUARRÁS FDS.pdf,success,2025-11-19 14:47:18.191217,27.60210842500237,AGUARRÁS MINERAL,0.75,"Estrada do Taboão do Paratei.S/N KM 3,5",0.72,1268,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.8,Aguarrás mineral is flammable and incompatible with oxidizing acids and strong oxidizing agents. It should be stored away from heat and ignition sources. Avoid direct impact and friction.,0.8
165,35072 VERNIZ MARÍTIMO  FDS.pdf,success,2025-11-19 14:47:17.518606,27.92088321399933,VERNIZ MARÍTIMO BRILHANTE,0.88,Futura Tintas,0.72,1263,0.95,valid,,64742-47-8,0.8,warning,,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.8,Verniz Marítimo Brilhante CAS 64742-47-8 is highly flammable and can cause skin irritation. It is incompatible with strong oxidizers. Safety measures include using proper ventilation and avoiding contact with skin.,0.8
125,210174 ACQUA DRY BOOSTER_FDS.pdf,success,2025-11-19 14:47:14.453593,100.98654048299797,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,,
164,34147  RENOLIN UNISYN XT 460 FDS.pdf,success,2025-11-19 14:47:14.231495,23.82751144299982,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1234,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,"UN 1234, Methylal, is classified as a flammable liquid. It is incompatible with strong oxidizers. Safety precautions include proper ventilation and use of appropriate PPE.",0.8
167,35561 MOBIL_POLYREX_EM_FDS.pdf,success,2025-11-19 14:47:12.724495,21.880217126999923,MOBIL POLYREX EM,0.88,ExxonMobil Petroleum & Chemical BVBA,0.8,2018,0.85,warning,,68187-67-7,0.8,warning,,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,CHEM 68187-67-7 is stable but incompatible with strong oxidizers; it may cause skin and eye damage; avoid high heat and flames.,0.8
169,35995 - FERTILIZANTE MS-CANA SC - UBYFOL.pdf,success,2025-11-19 14:47:12.639948,19.690195099999983,MS-CANA,0.88,UBY AGROQUÍMICA LTDA.,0.72,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,MS-CANA UN 2019 chemical incompatibilities include avoiding mixing with oxidizing agents and flammable liquids. Safety data sheets detail storage conditions and hazardous decomposition products. The Globally Harmonized System classifies and labels chemicals for safety.,0.8
163,34022 FLUXO SOLDA CARBOGRAFITE FDS.pdf,success,2025-11-19 14:47:02.695028,13.367301928003144,NAO ENCONTRADO,0.0,CARBOGRAFITE EQUIPAMENTOS INDUSTRIAIS LTDA,0.72,2660,0.85,warning,,10043-35-3,0.8,warning,,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.0,Boric acid (CAS 10043-35-3) is incompatible with strong oxidizers. It can cause reproductive harm and should be handled with care. Always use appropriate personal protective equipment.,0.8
159,31736 TRIO FISPQ.pdf,success,2025-11-19 14:46:49.906512,8.213402692999807,Triomax 300,0.75,Triocor Tintas e Vernizes Ltda.,0.72,1263,0.95,valid,,30-20-7,0.8,warning,,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.8,"Triomax 300 is generally stable under normal conditions but avoid freezing, heat, and incompatible materials like strong acids and bases. It contains no hazardous ingredients. Store in a well-ventilated area away from incompatibles.",0.8
153,27400 metsuram---ficha-de-segurança.pdf,success,2025-11-19 14:46:48.896607,22.054478050002217,METSURAM,0.75,"Endereço: Avenida Basiléia, 590, Manejo, Resende/RJ - CEP: [PHONE]",0.8,3077,0.95,valid,,74223-64-6,0.8,warning,,9,0.7,warning,,III,0.8,"Metsulfuron-methyl is incompatible with strong acids, bases, and oxidizing agents. Store in a cool, dry place away from ignition sources. Avoid contact with incompatible materials.",0.8
158,30769 WURTH W815 FDS.pdf,success,2025-11-19 14:46:48.847561,17.19969807600137,Mistura,0.75,NAO ENCONTRADO,0.0,2500,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Mistura UN 2023 chemical is stable under normal conditions, but incompatible with strong acids, bases, and oxidizing agents. Hazardous reactions may occur with certain chemicals. Safety data sheets must be provided for safe handling.",0.8
157,29645 TOA_655 FDS.pdf,success,2025-11-19 14:46:48.812046,18.280890376998286,Aplicação / Definição: Graxa Lubrificante Industrial,0.88,HTS Lubrificantes do Brasil Ltda.,0.8,3214,0.85,warning,,64741-96-4,0.8,warning,,5.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,CAS 64741-96-4 is a petroleum-based lubricant. It's generally safe but avoid mixing with strong oxidizers. Safety data sheets provide handling and exposure guidelines.,0.8
152,27400 METSURAM FDS.pdf,success,2025-11-19 14:46:48.359619,22.41224771799898,METSURAM,0.75,"Endereço: Avenida Basiléia, 590, Manejo, Resende/RJ - CEP: [PHONE]",0.8,3077,0.95,valid,,74223-64-6,0.8,warning,,9,0.7,warning,,III,0.8,"Metsulfuron-methyl is incompatible with strong acids, bases, and oxidizing agents. Store in a cool, dry place away from ignition sources. Avoid contact with incompatible materials.",0.8
156,28138 LARANJA ROYAL 3605 - FDS.pdf,success,2025-11-19 14:46:47.742028,19.700822836999578,LARANJA ROYAL 3605 Data da última revisão: 04.07.2025 Página: 1 de 10,0.75,Center Royal Química Industrial LTDA,0.72,1993,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3,0.7,warning,,II,0.8,"Laranja Royal 3605 is a citrus variety, likely an orange, with no chemical incompatibilities noted. Its safety data is detailed in scientific publications. The last review date is 04.07.2025.",0.8
151,26828 IPIRANGA SP 150_330835 FDS.pdf,success,2025-11-19 14:46:45.996266,21.310777940998378,IPIRANGA SP 150,0.75,ICONIC Lubrificantes S.A.,0.8,1978,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.1,0.7,warning,,,0.0,IPIRANGA SP 150 UN 2025 is a diesel fuel with specific chemical properties; it's incompatible with strong oxidizers and acids. Safety data sheets are required for handling. Always follow manufacturer guidelines.,0.8
155,27796 - INSETICIDA SOLIDO FIPRONIL WG 800 GKG.pdf,success,2025-11-19 14:46:45.230332,16.478835112000525,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,3439,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,"UN 3274 is a flammable liquid, specifically alcoholates solution, and is incompatible with strong oxidizers. It requires proper handling and storage to prevent dangerous reactions. Safety data sheets detail specific handling and transport regulations.",0.8
149,26438 JOYA - FDS.pdf,success,2025-11-19 14:46:44.088941,25.12079872599861,JOYA,0.75,"Endereço: Avenida Basiléia, 590 - Manejo CEP: [PHONE] - Resende/RJ",0.8,3082,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,"Flumioxazin is incompatible with strong acids and oxidizing agents. It should be stored in a cool, dry place away from incompatible materials. Avoid contact with skin and eyes.",0.8
147,26437 COACT FDS.pdf,success,2025-11-19 14:46:39.289227,29.007138264998503,Coact®,0.75,NAO ENCONTRADO,0.0,3077,0.95,valid,,9005-25-8,0.8,warning,,9,0.7,warning,,III,0.8,Coact® CAS 145701-21-9 is incompatible with strong oxidizers; store in dry conditions below -15°C. Use personal protective equipment to avoid contact. No specific hazardous reactions noted.,0.8
145,26362 VULCAFLEX FDS.pdf,success,2025-11-19 14:46:24.955688,22.706159042001676,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1133,0.95,valid,,8006-61-9,0.8,warning,,3,0.78,warning,,II,0.8,"CAS 8006-61-9 is gasoline; incompatible with oxidizing agents, acids, and halogens; store away from heat and ignition sources.",0.8
141,25618 THINNER IT 16 FDS.pdf,success,2025-11-19 14:46:24.861396,26.057997787000204,THINNER IT16,0.75,NOVA ERA INDÚSTRIA E COMÉRCIO LTDA,0.72,1263,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.8,"Thinner IT16 is incompatible with oxidizing materials, strong acids, and bases. Store away from heat and ignition sources. Use in well-ventilated areas.",0.8
144,25903 EUCATEX ULTRA PISO CONCRETO FDS.pdf,success,2025-11-19 14:46:24.523695,23.341673488997916,Eucatex Ultra Piso Grafeno Acrílico Premium Concreto,0.75,EUCATEX INDUSTRIA E COMERCIO LTDA,0.8,1910,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,8.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,UNTERLIEGT NICHT DEN VORSCHRIFTEN DES ADR,0.0,Eucatex Ultra Piso Grafeno Acrílico Premium is incompatible with reactive chemicals; safety data sheet advises keeping away from incompatible materials. It is not classified as hazardous for air transport or environmental harm.,0.8
146,26372 VIPAL PASTA P MONTAGEM FDS.pdf,success,2025-11-19 14:46:24.471787,21.20011293799689,Pasta para Montagem e Desmontagem de Pneus,0.75,BORRACHAS VIPAL S.A,0.8,1978,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.1,0.7,warning,,,0.0,The chemical incompatibilities for Pasta para Montagem e Desmontagem de Pneus include strong oxidizing agents. Safety measures include avoiding ingestion and using protective equipment. It is not classified as toxic but can cause mild stomach discomfort if ingested.,0.8
143,25863 MILLENIUM CROMADUR 376 DF BEGE FDS.pdf,success,2025-11-19 14:46:22.553832,21.65060856099808,CROMADUR 376 DF BEGE M. 10 YR 7/6 - COMP. A,0.88,Millenium Revestimentos Anticorrosivos Ltda,0.72,1263,0.95,valid,,13463-67-7,0.8,warning,,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.8,Cromadur 376 DF Beige M is incompatible with strong acids and bases. Consult Croda's SDS for detailed chemical safety information. Always use protective equipment when handling.,0.8
140,25030 BIOLIMP ELÉTRIC FDS.pdf,success,2025-11-19 14:46:22.439732,24.356006422000064,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,"ABCBDEFGH is incompatible with acids, oxidizers, and flammable materials. Always store separately to prevent hazardous reactions. Consult specific Safety Data Sheets for detailed information.",0.8
138,23581_TINTA SPRAY USO GERAL MUNDIAL PRIME FDS.pdf,success,2025-11-19 14:46:22.126089,33.86246546300026,Tinta Spray Uso Geral - Mundial Prime,0.75,AEROFLEX INDUSTRIA DE AEROSOL LTDA,0.8,1950,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"UN 1090 chemical, Acetone, is highly flammable and incompatible with strong oxidizers, acids, and bases. Store in cool, well-ventilated areas away from ignition sources. Use personal protective equipment when handling.",0.8
142,25681 - FERTILIZANTE FORMULADO 11-52-00 MAP.pdf,success,2025-11-19 14:46:17.744185,18.020521615999314,NAO ENCONTRADO,1.0,NAO ENCONTRADO,0.85,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,,
133,22659_TINTA SPRAY USO GERAL MUNDIAL PRIME_FDS.pdf,success,2025-11-19 14:46:05.504701,26.44434639199972,Tinta Spray Uso Geral - Mundial Prime,0.75,AEROFLEX INDUSTRIA DE AEROSOL LTDA,0.8,1950,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"UN 1090 chemical, Acetone, is highly flammable and incompatible with strong oxidizers, acids, and bases. Store in cool, well-ventilated areas away from ignition sources. Use personal protective equipment when handling.",0.8
129,21947 - INSETICIDA LIQUIDO TIAMETOXAM+LAMBDA-CIALOTRINA ZC141+106GL.pdf,success,2025-11-19 14:46:05.010044,29.541608237002947,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,0005,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,1.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"UN 2021 chemical incompatibilities require avoiding mixing chemicals that react violently, such as acetic anhydride with water, and sodium or potassium chlorate with organics. Safety data sheets must detail these incompatibilities for safe handling and storage.",0.8
136,23499 PURITY GREASE 100 FDS.pdf,success,2025-11-19 14:45:58.835829,12.477567001002171,PURITY GREASE 100,0.75,Chemlub Produtos Químicos LTDA,0.8,2019,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,"Purity Grease 100 is stable under normal conditions but reactive with oxidizing agents. It should be stored away from incompatible materials and kept in a cool, well-ventilated area. Hazardous decomposition products may include COx, NOx, SOx, and smoke when heated.",0.8
130,21947 ENGEO PLENO FDS.pdf,success,2025-11-19 14:45:57.827936,21.45183400800306,Engeo Pleno S,0.75,Syngenta Proteção de Cultivos Ltda,0.8,3082,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,Engeo Pleno S is stable under normal conditions; avoid high temperatures; no known chemical incompatibilities.,0.8
137,23503 CL 2300 FDS.pdf,success,2025-11-19 14:45:57.069339,10.382833856001524,CL 2300,0.75,Chemlub Produtos Químicos LTDA,0.8,2019,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,"Methylene chloride is incompatible with strong oxidizing agents, strong acids, and amines. It can release hazardous gases upon decomposition. Its IDLH is 2300 ppm.",0.8
132,22084 ZINTRAC FDS.pdf,success,2025-11-19 14:45:56.184298,17.32953382499909,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,3082,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.0,"UN 2025 chemical incompatibilities require careful handling; incompatible chemicals can cause dangerous reactions, including fires. Safety data sheets and regulatory guidelines are essential for safe storage. Always separate incompatible chemicals to avoid hazardous reactions.",0.8
134,230 - GESSO AGRICOLA SUFALDO CALCIO BRUTO.pdf,success,2025-11-19 14:45:55.572174,15.459065447998,GESSO AGRÍCOLA CUBATÃO,1.0,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,"UN 2023 chemical incompatibilities include reactions with water, glycols, and organics that can cause fires or explosions. Safety data sheets provide guidance on handling and compatibility. The Globally Harmonized System (GHS) updates chemical classification and labeling.",0.8
135,23377 SILICONE GEL FDS.pdf,success,2025-11-19 14:45:51.002341,10.291601703000197,SILICONE GEL BOX-21,0.88,SRC Indústria e Comércio de Material para Polimento LTDA,0.72,2010,0.85,warning,,63148-62-9,0.8,warning,,4.3,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,Silicone gel box 63148-62-9 is generally stable but incompatible with acids and bases. Safety data indicates no hazardous reactions under normal conditions. Store in a dry place.,0.8
127,21652 - INSETICIDA LIQUIDO ETIPROLE SC 200 GL.pdf,success,2025-11-19 14:45:46.541496,11.748941023000953,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,0033,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,1.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,Ethiprole is toxic to aquatic life; avoid mixing with strong oxidizers; use protective gear when handling.,0.8
128,21652 CURBIX FDS.pdf,success,2025-11-19 14:45:46.329373,10.837586845998883,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,3082,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,"CAS 181587-01-9 is Ethiprole, stable under normal conditions, incompatible with strong oxidizing agents. It is toxic by inhalation, ingestion, and skin contact. Dispose of waste at an approved facility.",0.8
126,210212 ENG 810 FDS.pdf,success,2025-11-19 14:45:43.522435,9.502648765999766,NAO ENCONTRADO,0.0,Nome do produto (nome comercial): ENG 810,0.72,3267,0.95,valid,,1310-73-2,0.8,warning,,8.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.8,"CAS 1310-73-2, sodium hydroxide, is corrosive and incompatible with acids, oxidizers, and amphoteric metals. It poses severe health risks and requires careful handling. Always use personal protective equipment.",0.8
123,210161 DND ALPHA HOP 10 FDS.pdf,success,2025-11-19 14:45:43.093324,11.734704147998857,DND ALPHA HOP 10/1,0.75,DND QUÍMICA LTDA,0.8,1978,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.1,0.7,warning,,,0.0,DND ALPHA HOP 10/1 UN 2025 is a chemical with potential incompatibilities; it should not be mixed with oxidizing agents or acids. Safety data sheets recommend proper storage and handling to prevent hazardous reactions. Always follow UN guidelines for safe transport and use.,0.8
131,22084 - FERTILIZANTE ZINTRAC FOLIAR.pdf,success,2025-11-19 14:45:40.778678,3.4067465989974157,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1672,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,"UN 0800 refers to chemical incompatibilities in safety data sheets, ensuring safe handling and transport. Chlorine is hazardous, requiring segregation and specific storage conditions. Safety data sheets detail chemical properties and safe handling practices.",0.8
118,210071 ENG FLOK CATIONICO FDS.pdf,success,2025-11-19 14:45:36.494626,10.31420757899832,NAO ENCONTRADO,0.0,ENGCLARIAN INDÚSTRIA E COMÉRCIO DE CLARIFICANTE LTDA.,0.72,2024,0.85,warning,,124-04-9,0.8,warning,,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,,
117,19671 DESINFETANTE AYLAG FISPQ.pdf,success,2025-11-19 14:45:36.474636,16.071683850001136,AYLAG DOMISSANEANTES,0.88,NAO ENCONTRADO,0.0,2000,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,4.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.0,,
119,210091 ENG FLOK ANIONICO FDS.pdf,success,2025-11-19 14:45:35.400777,8.36275988899797,NAO ENCONTRADO,0.0,Nome do produto (nome comercial): ENG FLOK,0.72,2011,0.85,warning,,9003-05-8,0.8,warning,,4.3,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,,
24,007- FISPQ DETERGENTES AYLAG - 2023.pdf,success,2025-11-19 14:45:34.793532,10.84866391200194,Mistura,0.75,NAO ENCONTRADO,0.0,2017,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Mistura UN 2010 is light and moisture sensitive; avoid excess heat, incompatible products, and open flames. It does not polymerize hazardously. Use appropriate PPE.",0.8
114,16737 VEJA FDS.pdf,success,2025-11-19 14:45:34.520353,19.02294530099971,"VEJA GOLD MULTIUSO (Original, Lavanda, Campestre e Floral).",0.75,RECKITT BENCKISER (Brasil) Ltda.,0.8,2023,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,VEJA Gold Multiuso is a cleaning product with no listed chemical incompatibilities. Safety data indicates it avoids hazardous chemicals. Consult the VEJA Restricted Substances Policy for full details.,0.8
116,17906- Eletrodo de Carvão FDS.pdf,success,2025-11-19 14:45:33.613012,13.393037806999928,Eletrodo de Carvão (Com ou Sem Encaixe).,0.88,NAO ENCONTRADO,0.0,1084,0.85,warning,,7782-42-5,0.8,warning,,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Agentes oxidantes fortes, ácidos, bases, halogênios, metais alcalinos.",0.7
115,17570 ADESIVO-PVC-VIQUA FDS.pdf,success,2025-11-19 14:45:32.847143,14.785922980998292,ADESIVO PLÁSTICO PARA PVC Em conformidade com,0.75,Viqua Indústria de Plásticos Ltda,0.72,1133,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.8,"UN 1133 adhesives are flammable liquids, incompatible with strong oxidizers, and require safety precautions during handling and transport. They are classified under Hazard Class 3, Packing Group II. Emergency response guidelines include ERG Guide 128.",0.8
11,002- FISPQ - ÁGUA SANITÁRIA AYLAG.pdf,success,2025-11-19 14:45:32.196503,15.537512619001063,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1824,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,8,0.7,warning,,II,0.8,,
112,"16501 COOL GARD™ II 5050 Pre-mix 5L, 20l , 200L e 1000L FDS.pdf",success,2025-11-19 14:45:31.297278,28.45234945899938,"COOL GARD™ II 50/50 Pre-mix 5L, 20l , 200L e 1000L",0.75,Petroplus Sul Comercio Exterior LTDA,0.8,1447,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,5.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
113,16709 ADESIVO 3M FDS.pdf,success,2025-11-19 14:45:29.026415,25.03639352400205,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1133,0.95,valid,,1314-13-2,0.8,warning,,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.8,"Água, ácidos, metais, materiais orgânicos, agentes oxidantes, halogênios.",0.7
108,15706 OCTAPOL FDS.pdf,success,2025-11-19 14:45:26.832342,30.498947905998648,Mistura,0.75,NAO ENCONTRADO,0.0,1598,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,"Ácidos fortes, bases fortes, oxidantes fortes, materiais inflamáveis.",0.7
102,14736 LOCTITE 660 FDS.PDF,success,2025-11-19 14:45:25.268840,39.35932790099832,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2011,0.85,warning,,41637-38-1,0.8,warning,,4.3,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,"Oxidantes fortes, cloro, flúor, oxigênio líquido.",0.8
109,"15879 ESSEN CN 36 L T 3,25 FDS.pdf",success,2025-11-19 14:45:24.568076,26.443190173999028,ESSEN CN 36 L TI,0.75,Uniweld INDÚSTRIA DE ELETRODOS LTDA.,0.72,0060,0.85,warning,,7440-44-0,0.8,warning,,1.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Agentes oxidantes fortes, halogênios, trifluoreto de cloro, óxidos de metais pesados, dióxido de carbono, vapor d'água, calor. Pode reagir violentamente com água, liberando gases inflamáveis.",0.7
111,16164__Mix_1200_Desengraxante_ v1.0 FDS.pdf,success,2025-11-19 14:45:21.273817,19.05448203199921,MIX 1200 DESENGRAXANTE,0.88,NAO ENCONTRADO,0.0,1200,0.85,warning,,68551-18-8,0.8,warning,,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Oxidantes fortes, ácidos fortes, bases fortes.",0.6
107,1520 - INSETICIDA LIQUIDO TRIFLUMURON SC 480GL.pdf,success,2025-11-19 14:45:19.844055,27.598051977998693,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,0033,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,1.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,Curuquerê Alabama argillacea is a moth; it's known for developing resistance to various insecticides. Safety data for its chemical incompatibilities is not widely documented. Always follow manufacturer guidelines for chemical use.,0.8
100,14245_TINTA SPRAY USO GERAL MUNDIAL PRIME_FDS.pdf,success,2025-11-19 14:45:19.656053,38.18762767199951,Tinta Spray Uso Geral - Mundial Prime,0.75,AEROFLEX INDUSTRIA DE AEROSOL LTDA,0.8,1950,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Agentes oxidantes fortes, ácidos fortes, bases fortes, plásticos e borrachas.",0.7
105,14790 MECATEC 3 FDS.pdf,success,2025-11-19 14:45:16.376628,24.62894706299994,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2079,0.95,valid,,111-40-0,0.8,warning,,3,0.78,warning,,II,0.8,"Ácidos fortes, oxidantes fortes, halogênios, materiais orgânicos, metais pesados, umidade e dióxido de carbono.",0.8
