numero_onu,classificacao_onu,proper_shipping_name
2179,?,"(UN No. no longer in use) 1,1-Di-(tert-butylperoxy)cyclohexane (UN No. no longer in use)[1]"
2180,?,"(UN No. no longer in use) 1,1-Di-(tert-butylperoxy)cyclohexane (UN No. no longer in use)[1]"
2181,?,"(UN No. no longer in use) 1,2-Di-(tert-butylperoxy)cyclohexane (UN No. no longer in use)[1]"
2182,?,(UN No. no longer in use) Diisobutyryl peroxide or Isobutyryl peroxide (UN No. no longer in use)[1]
2183,?,(UN No. no longer in use) tert-Butyl peroxycrotonate (UN No. no longer in use)[1]
2184,?,"(UN No. no longer in use) Ethyl-3,3-di-(tert-butylperoxy)butyrate (UN No. no longer in use)[1]"
2185,?,"(UN No. no longer in use) Ethyl-3,3-di-(tert-butylperoxy)butyrate (UN No. no longer in use)[1]"
2186,2,"Hydrogen chloride, refrigerated liquid"
2187,2,"Carbon dioxide, refrigerated liquid"
2188,2,Arsine
2189,2,Dichlorosilane
2190,2,"Oxygen difluoride, compressed"
2191,2,Sulfuryl fluoride
2192,2,Germane
2193,2,"Hexafluoroethane, compressed or Refrigerant gas R 116"
2194,2,Selenium hexafluoride
2195,2,Tellurium hexafluoride
2196,2,Tungsten hexafluoride
2197,2,"Hydrogen iodide, anhydrous"
2198,2,"Phosphorus pentafluoride, compressed"
2199,2,Phosphine
2200,2,"Propadiene, inhibited"
2201,2,"Nitrous oxide, refrigerated liquid"
2202,2,"Hydrogen selenide, anhydrous"
2203,2,"Silane, compressed"
2204,2,Carbonyl sulfide
2205,6.1,Adiponitrile
2206,6.1,"Isocyanates, toxic, n.o.s. or Isocyanate solutions, toxic, n.o.s. flashpoint more than 61 °C and boiling point less than 300 °C"
2207,?,"(UN No. no longer in use) Isocyanates, n.o.s. or Isocyanate solutions, n.o.s. (UN No. no longer in use)[1]"
2208,5.1,"Calcium hypochlorite mixtures, dry, with more than 10 percent but not more than 39 percent available chlorine"
2209,8,"Formaldehyde, solutions, with not less than 25 percent formaldehyde"
2210,4.2,Maneb or Maneb preparations with not less than 60 percent maneb
2211,9,"Polymeric beads, expandable, evolving flammable vapor"
2212,9,"Blue asbestos (Crocidolite) or Brown asbestos (amosite, mysorite)"
2213,4.1,Paraformaldehyde
2214,8,Phthalic anhydride with more than .05 percent maleic anhydride
2215,8,Maleic anhydride
2216,9,"Fish meal, stabilized or Fish scrap, stabilized"
2217,4.2,Seed cake with not more than 1.5 percent oil and not more than 11 percent moisture
2218,8,"Acrylic acid, inhibited"
2219,3,Allyl glycidyl ether
2220,?,"(UN No. no longer in use) Aluminium alkyl halides, in solution (UN No. no longer in use)[1]"
2221,?,"(UN No. no longer in use) Aluminium alkyl halides, pure (UN No. no longer in use)[1]"
2222,3,Anisole
2223,?,(UN No. no longer in use)
2224,6.1,Benzonitrile
2225,8,Benzenesulfonyl chloride
2226,8,Benzotrichloride
2227,3,"n-Butyl methacrylate, inhibited"
2228,?,"(UN No. no longer in use) Butylphenols, liquid (UN No. no longer in use)[1]"
2229,?,"(UN No. no longer in use) Butylphenols, solid (UN No. no longer in use)[1]"
2230,?,(UN No. no longer in use) Chlorinated anthracene oil (UN No. no longer in use)
2231,?,(UN No. no longer in use)
2232,6.1,2-Chloroethanal
2233,6.1,Chloroanisidines
2234,3,Chlorobenzotrifluorides
2235,6.1,"Chlorobenzyl chlorides, liquid"
2236,6.1,3-Chloro-4-methylphenyl isocyanate
2237,6.1,Chloronitroanilines
2238,3,Chlorotoluenes
2239,6.1,"Chlorotoluidines, solid"
2240,8,Chromosulfuric acid
2241,3,Cycloheptane
2242,3,Cycloheptene
2243,3,Cyclohexyl acetate
2244,3,Cyclopentanol
2245,3,Cyclopentanone
2246,3,Cyclopentene
2247,3,n-Decane
2248,8,Di-n-butylamine
2249,6.1,"Dichlorodimethyl ether, symmetrical"
2250,6.1,Dichlorophenyl isocyanates
2251,3,"Bicyclo [2,2,1] hepta-2, 5-diene, inhibited or 2,5-Norbornadiene, inhibited"
2252,3,"1,2-Dimethoxyethane"
2253,6.1,"N,N-Dimethylaniline"
2254,4.1,"Matches, Fusee"
2255,?,"(UN No. no longer in use) Organic peroxides, sample, n.o.s. (UN No. no longer in use)[1]"
2256,3,Cyclohexene
2257,4.3,Potassium
2258,8,"1,2-Propylenediamine"
2259,8,Triethylenetetramine
2260,3,Tripropylamine
2261,6.1,Xylenols
2262,8,Dimethylcarbamoyl chloride
2263,3,Dimethylcyclohexanes
2264,8,Dimethylcyclohexylamine
2265,3,"N,N-Dimethylformamide"
2266,3,Dimethyl-N-propylamine
2267,6.1,Dimethyl thiophosphoryl chloride
2268,?,(UN No. no longer in use)
2269,8,"3,3'-Iminodipropylamine"
2270,3,"Ethylamine, aqueous solution with not less than 50 percent but not more than 70 percent ethylamine"
2271,3,Ethyl amyl ketone
2272,6.1,N-Ethylaniline
2273,6.1,2-Ethylaniline
2274,6.1,N-Ethyl-N-benzylaniline
2275,3,2-Ethylbutanol
2276,3,2-Ethylhexylamine
2277,3,Ethyl methacrylate
2278,3,n-Heptane
2279,6.1,Hexachlorobutadiene
2280,8,"Hexamethylenediamine, solid"
2281,6.1,Hexamethylene diisocyanate
2282,3,Hexanols
2283,3,"Isobutyl methacrylate, inhibited"
2284,3,Isobutyronitrile
2285,6.1,Isocyanatobenzotrifluorides
2286,3,Pentamethylheptane
2287,3,Isoheptenes
2288,3,Isohexenes
2289,8,Isophoronediamine
2290,6.1,Isophorone diisocyanate
2291,6.1,"Lead compounds, soluble, n.o.s."
2292,?,(UN No. no longer in use)
2293,3,4-Methoxy-4-methylpentan-2-one
2294,6.1,N-Methylaniline
2295,6.1,Methyl chloroacetate
2296,3,Methylcyclohexane
2297,3,Methylcyclohexanone
2298,3,Methylcyclopentane
2299,6.1,Methyl dichloroacetate
2300,6.1,2-Methyl-5-ethylpyridine
2301,3,2-Methylfuran
2302,3,5-Methylhexan-2-one
2303,3,Isopropenylbenzene
2304,4.1,"Naphthalene, molten"
2305,8,Nitrobenzenesulfonic acid
2306,6.1,"Nitrobenzotrifluorides, liquid"
2307,6.1,3-Nitro-4-chlorobenzotrifluoride
2308,8,Nitrosylsulfuric acid
2309,3,Octadiene
2310,3,"Pentane-2,4-dione"
2311,6.1,Phenetidines
2312,6.1,"Phenol, molten"
2313,3,Picolines
2314,?,(UN No. no longer in use)
2315,9,"Polychlorinated biphenyls, liquid"
2316,6.1,"Sodium cuprocyanide, solid"
2317,6.1,"Sodium cuprocyanide, solution"
2318,4.2,"Sodium hydrosulfide, with less than 25 percent water of crystallization"
2319,3,"Terpene hydrocarbons, n.o.s."
2320,8,Tetraethylenepentamine
2321,6.1,"Trichlorobenzenes, liquid"
2322,6.1,Trichlorobutene
2323,3,Triethyl phosphite
2324,3,Triisobutylene
2325,3,"1,3,5-Trimethylbenzene (Mesitylene)"
2326,8,Trimethylcyclohexylamine
2327,8,Trimethylhexamethylenediamine
2328,6.1,Trimethylhexamethylene diisocyanate
2329,3,Trimethyl phosphite
2330,3,Undecane
2331,8,"Zinc chloride, anhydrous"
2332,3,Acetaldehyde oxime
2333,3,Allyl acetate
2334,6.1,Allylamine
2335,3,Allyl ethyl ether
2336,3,Allyl formate
2337,6.1,Phenyl mercaptan
2338,3,Benzotrifluoride
2339,3,2-Bromobutane
2340,3,2-Bromoethyl ethyl ether
2341,3,1-Bromo-3-methylbutane
2342,3,Bromomethylpropanes
2343,3,2-Bromopentane
2344,3,Bromopropanes
2345,3,3-Bromopropyne
2346,3,Butanedione
2347,3,Butyl mercaptans
2348,3,"Butyl acrylates, inhibited"
2349,?,(UN No. no longer in use)
2350,3,Butyl methyl ether
2351,3,Butyl nitrites
2352,3,"Butyl vinyl ether, inhibited"
2353,3,Butyryl chloride
2354,3,Chloromethyl ethyl ether
2355,?,(UN No. no longer in use)
2356,3,2-Chloropropane
2357,8,Cyclohexylamine
2358,3,Cyclooctatetraene
2359,3,Diallylamine
2360,3,Diallylether
2361,3,Diisobutylamine
2362,3,"1,1-Dichloroethane"
2363,3,Ethyl mercaptan
2364,3,n-Propylbenzene
2365,?,(UN No. no longer in use)
2366,3,Diethyl carbonate
2367,3,alpha-Methylvaleraldehyde
2368,3,alpha-Pinene
2369,?,(UN No. no longer in use) Ethylene glycol monobutyl ether (UN No. no longer in use)[1]
2370,3,1-Hexene
2371,3,Isopentenes
2372,3,"1,2-Di-(dimethylamino)ethane"
2373,3,Diethoxymethane
2374,3,"3,3-Diethoxypropene"
2375,3,Diethyl sulfide
2376,3,"2,3-Dihydropyran"
2377,3,"1,1-Dimethoxyethane"
2378,3,2-Dimethylaminoacetonitrile
2379,3,"1,3-Dimethylbutylamine"
2380,3,Dimethyldiethoxysilane
2381,3,Dimethyl disulfide
2382,6.1,"Dimethylhydrazine, symmetrical"
2383,3,Dipropylamine
2384,3,Di-n-propyl ether
2385,3,Ethyl isobutyrate
2386,3,1-Ethylpiperidine
2387,3,Fluorobenzene
2388,3,Fluorotoluenes
2389,3,Furan
2390,3,2-Iodobutane
2391,3,Iodomethylpropanes
2392,3,Iodopropanes
2393,3,Isobutyl formate
2394,3,Isobutyl propionate
2395,3,Isobutyryl chloride
2396,3,"Methacrylaldehyde, inhibited"
2397,3,3-Methylbutan-2-one
2398,3,Methyl tert-butyl ether
2399,3,1-Methylpiperidine
2400,3,Methyl isovalerate
2401,8,Piperidine
2402,3,Propanethiols
2403,3,Isopropenyl acetate
2404,3,Propionitrile
2405,3,Isopropyl butyrate
2406,3,Isopropyl isobutyrate
2407,6.1,Isopropyl chloroformate
2408,?,(UN No. no longer in use) Isopropyl formate (UN No. no longer in use)
2409,3,Isopropyl propionate
2410,3,"1,2,3,6-Tetrahydropyridine"
2411,3,Butyronitrile
2412,3,Tetrahydrothiophene
2413,3,Tetrapropylorthotitanate
2414,3,Thiophene
2415,?,(UN No. no longer in use)
2416,3,Trimethyl borate
2417,2,"Carbonyl fluoride, compressed"
2418,2,Sulfur tetrafluoride
2419,2,Bromotrifluoroethylene
2420,2,Hexafluoroacetone
2421,2,Nitrogen trioxide
2422,2,Octafluorobut-2-ene or Refrigerant gas R 1318
2423,-,(UN No. no longer in use)
2424,2,Octafluoropropane or Refrigerant gas R 218
2425,-,(UN No. no longer in use)
2426,5.1,"Ammonium nitrate, liquid (hot concentrated solution)"
2427,5.1,"Potassium chlorate, aqueous solution"
2428,5.1,"Sodium chlorate, aqueous solution"
2429,5.1,Calcium chlorate aqueous solution
2430,8,"Alkylphenols, solid, n.o.s. (including C2-C12 homologues)"
2431,6.1,Anisidines
2432,6.1,"N,N-Diethylaniline"
2433,6.1,Chloronitrotoluenes liquid or Chloronitrotoluenes solid
2434,8,Dibenzyldichlorosilane
2435,8,Ethylphenyldichlorosilane
2436,3,Thioacetic acid
2437,8,Methylphenyldichlorosilane
2438,6.1,Trimethylacetyl chloride
2439,8,"Sodium hydrogendifluoride, solid or Sodium hydrogendifluoride, solution"
2440,8,"Stannic chloride, pentahydrate"
2441,4.2,"Titanium trichloride, pyrophoric or Titanium trichloride mixtures, pyrophoric"
2442,8,Trichloroacetyl chloride
2443,8,Vanadium oxytrichloride
2444,8,Vanadium tetrachloride
2445,4.2,(UN No. no longer in use) Lithium alkyls (UN No. no longer in use)[1][2]
2446,6.1,Nitrocresols
2447,4.2,"Phosphorus white, molten"
2448,4.1,"Sulfur, molten"
2449,?,(UN No. no longer in use) Oxalates (UN No. no longer in use)[2]
2450,?,(UN No. no longer in use)
2451,2,"Nitrogen trifluoride, compressed"
2452,2,"Ethylacetylene, inhibited"
2453,2,Ethyl fluoride or Refrigerant gas R 161
2454,2,"Methyl fluoride, or Refrigerant gas R 41"
2455,2,Methyl nitrite
2456,3,2-Chloropropene
2457,3,"2,3-Dimethylbutane"
2458,3,Hexadienes
2459,3,2-Methyl-1-butene
2460,3,2-Methyl-2-butene
2461,3,Methylpentadienes
2462,?,(UN No. no longer in use) Methyl pentanes (UN No. no longer in use)[2]
2463,4.3,Aluminum hydride
2464,5.1,Beryllium nitrate
2465,5.1,"Dichloroisocyanuric acid, dry or Dichloroisocyanuric acid salts"
2466,5.1,Potassium superoxide
2467,?,(UN No. no longer in use) Sodium percarbonates (UN No. no longer in use)[2]
2468,5.1,"Trichloroisocyanuric acid, dry"
2469,5.1,Zinc bromate
2470,6.1,"Phenylacetonitrile, liquid"
2471,6.1,Osmium tetroxide
2472,?,(UN No. no longer in use) Pindone (UN No. no longer in use)[2]
2473,6.1,Sodium arsanilate
2474,6.1,Thiophosgene
2475,8,Vanadium trichloride
2476,?,(UN No. no longer in use) Warfarin (UN No. no longer in use)
2477,6.1,Methyl isothiocyanate
2478,3,"Isocyanates, flammable, toxic, n.o.s. or Isocyanate solutions, flammable, toxic, n.o.s. flashpoint less than 23 °C"
2479,?,(UN No. no longer in use)
2480,6.1,Methyl isocyanate
2481,3,Ethyl isocyanate
2482,6.1,n-Propyl isocyanate
2483,3,Isopropyl isocyanate
2484,6.1,tert-Butyl isocyanate
2485,6.1,n-Butyl isocyanate
2486,3,Isobutyl isocyanate
2487,6.1,Phenyl isocyanate
2488,6.1,Cyclohexyl isocyanate
2489,?,"(UN No. no longer in use) Diphenylmethane-4,4´-diisocyanate (UN No. no longer in use)[2]"
2490,6.1,Dichlorodiisopropyl ether
2491,8,Ethanolamine or Ethanolamine solutions
2492,?,(UN No. no longer in use)
2493,3,Hexamethyleneimine
2494,?,(UN No. no longer in use)
2495,5.1,Iodine pentafluoride
2496,8,Propionic anhydride
2497,?,"(UN No. no longer in use) Sodium phenolate, solid (UN No. no longer in use)[2]"
2498,3,"1,2,3,6-Tetrahydrobenzaldehyde"
2499,?,(UN No.s no longer in use)
2501,6.1,"Tris(1-aziridinyl)phosphine oxide, solution"
2502,8,Valeryl chloride
2503,8,Zirconium tetrachloride
2504,6.1,Tetrabromoethane
2505,6.1,Ammonium fluoride
2506,8,Ammonium hydrogen sulfate
2507,8,"Chloroplatinic acid, solid"
2508,8,Molybdenum pentachloride
2509,8,Potassium hydrogen sulfate
2510,?,(UN No. no longer in use)
2511,8,2-Chloropropionic acid
2512,6.1,Aminophenols (o-; m-; p-)
2513,8,Bromoacetyl bromide
2514,3,Bromobenzene
2515,6.1,Bromoform
2516,6.1,Carbon tetrabromide
2517,2,"1-Chloro-1,1-difluoroethane or Refrigerant gas R 142b"
2518,6.1,"1,5,9-Cyclododecatriene"
2519,?,(UN No. no longer in use)
2520,3,Cyclooctadienes
2521,6.1,"Diketene, inhibited"
2522,6.1,2-Dimethylaminoethyl methacrylate
2523,?,(UN No. no longer in use)
2524,3,Ethyl orthoformate
2525,6.1,Ethyl oxalate
2526,3,Furfurylamine
2527,3,"Isobutyl acrylate, inhibited"
2528,3,Isobutyl isobutyrate
2529,3,Isobutyric acid
2530,3,(UN No. no longer in use) Isobutyric anhydride (UN No. longer in use)[1]
2531,8,"Methacrylic acid, inhibited"
2532,?,(UN No. no longer in use)
2533,6.1,Methyl trichloroacetate
2534,2,Methylchlorosilane
2535,3,4-Methylmorpholine or n-methylmorpholine
2536,3,Methyltetrahydrofuran
2537,?,(UN No. no longer in use) Chlorodifluoroethane (UN No. no longer in use)
2538,4.1,Nitronaphthalene
2539,?,(UN No. no longer in use) Octylaldehyde (UN No. no longer in use)
2540,?,(UN No. no longer in use)
2541,3,Terpinolene
2542,6.1,Tributylamine
2543,?,(UN No.s no longer in use)
2545,4.2,"Hafnium powder, dry"
2546,4.2,"Titanium powder, dry"
2547,5.1,Sodium superoxide
2548,2,Chlorine pentafluoride
2549,?,(UN No. no longer in use)
2550,?,(UN No. no longer in use) Ethyl methyl ketone peroxides (UN No. no longer in use)[1]
2551,?,(UN No. no longer in use) tert-Butyl peroxydiethylacetate with tert-Butyl peroxybenzoate (UN No. no longer in use)[1]
2552,6.1,Hexafluoroacetone hydrate
2553,?,(UN No. no longer in use) Coal tar naphtha (UN No. no longer in use)[1]
2554,3,Methyl allyl chloride
2555,4.1,"Nitrocellulose with water with not less than 25 percent water, by mass"
2556,4.1,"Nitrocellulose, with alcohol with not less than 25 percent alcohol, by mass, and with not more than 12.6 percent nitrogen, by dry mass"
2557,4.1,"Nitrocellulose, with not more than 12.6 percent nitrogen, by dry mass, or Nitrocellulose mixture with pigment or Nitrocellulose mixture with plasticizer or Nitrocellulose mixture with pigment and plasticizer"
2558,6.1,Epibromohydrin
2559,?,(UN No. no longer in use) Chloromethylpropanes (UN No. no longer in use)
2560,3,2-Methylpentan-2-ol
2561,3,3-Methyl-1-butene
2562,?,(UN No. no longer in use) tert-Butyl peroxyisobutyrate (UN No. no longer in use)[1]
2563,?,(UN No. no longer in use)
2564,8,"Trichloroacetic acid, solution"
2565,8,Dicyclohexylamine
2566,?,(UN No. no longer in use)
2567,6.1,Sodium pentachlorophenate
2568,?,(UN No. no longer in use)
2569,?,"(UN No. no longer in use) Trichloro-s-triazinetrione and its salts, dry (UN No. no longer in use)"
2570,6.1,Cadmium compounds
2571,8,Alkylsulfuric acids
2572,6.1,Phenylhydrazine
2573,5.1,Thallium chlorate
2574,6.1,Tricresyl phosphate with more than 3 percent ortho isomer
2575,?,"(UN No. no longer in use) Vanadium compounds, not otherwise specified (UN No. no longer in use)"
2576,8,"Phosphorus oxybromide, molten"
2577,8,Phenylacetyl chloride
2578,8,Phosphorus trioxide
2579,8,Piperazine
2580,8,"Aluminum bromide, solution"
2581,8,"Aluminum chloride, solution"
2582,8,"Ferric chloride, solution"
2583,8,"Alkyl sulfonic acids, solid or Aryl sulfonic acids, solid with more than 5 percent free sulfuric acid"
2584,8,"Alkyl sulfonic acids, liquid or Aryl sulfonic acids, liquid with more than 5 percent free sulfuric acid"
2585,8,"Alkyl sulfonic acids, solid or Aryl sulfonic acids, solid with not more than 5 percent free sulfuric acid"
2586,8,"Alkyl sulfonic acids, liquid or Aryl sulfonic acids, liquid with not more than 5 percent free sulfuric acid"
2587,6.1,Benzoquinone
2588,6.1,"Pesticides, solid, toxic, not otherwise specified"
2589,6.1,Vinyl chloroacetate
2590,9,"White asbestos (chrysotile, actinolite, anthophyllite, tremolite)"
2591,2,"Xenon, refrigerated liquid (cryogenic liquids)"
2592,?,(UN No. no longer in use) Distearyl peroxydicarbonate (UN No. no longer in use)[1]
2593,?,(UN No. no longer in use) Di-(2-methylbenzoyl)peroxide (UN No. no longer in use)[1]
2594,?,(UN No. no longer in use) tert-Butyl peroxyneodecanoate (UN No. no longer in use)[1]
2595,?,(UN No. no longer in use) Dimyristylperoxydicarbonate (UN No. no longer in use)[1]
2596,?,(UN No. no longer in use) 3-tert-Butyl peroxy-3-phenylphthalide (UN No. no longer in use)[1]
2597,?,"(UN No. no longer in use) Di-(3,5,5,-trimethyl-1,2-dioxolanyl-3)peroxide (UN No no longer in use)[1]"
2598,?,"(UN No. no longer in use) Ethyl-3,3-di-(tert-butylperoxy)butyrate (UN No. no longer in use)[1]"
2599,2,Chlorotrifluoromethane and trifluoromethane azeotropic mixture or Refrigerant gas R 503 with approximately 60 percent chlorotrifluoromethane
2600,2,"(UN No. no longer in use) Carbon monoxide and hydrogen mixture, compressed (UN No. no longer in use)[1][2]"
2601,2,Cyclobutane
2602,2,Dichlorodifluoromethane and difluoroethane azeotropic mixture or Refrigerant gas R 500 with approximately 74 percent dichlorodifluoromethane
2603,3,Cycloheptatriene
2604,8,Boron trifluoride diethyl etherate
2605,3,Methoxymethyl isocyanate
2606,6.1,Methyl orthosilicate
2607,3,"Acrolein dimer, stabilized"
2608,3,Nitropropanes
2609,6.1,Triallyl borate
2610,3,Triallylamine
2611,6.1,Propylene chlorohydrin
2612,3,Methyl propyl ether
2613,?,(UN No. no longer in use)
2614,3,Methallyl alcohol
2615,3,Ethyl propyl ether
2616,3,Triisopropyl borate
2617,3,"Methylcyclohexanols, flammable"
2618,3,"Vinylanilines, inhibited"
2619,8,Benzyldimethylamine
2620,3,Amyl butyrates
2621,3,Acetyl methyl carbinol
2622,3,Glycidaldehyde
2623,4.1,"Firelighters, solid with flammable liquid"
2624,4.3,Magnesium silicide
2625,?,(UN No. no longer in use)
2626,5.1,"Chloric acid aqueous solution, with not more than 10 percent chloric acid"
2627,5.1,"Nitrites, inorganic, n.o.s."
2628,6.1,Potassium fluoroacetate
2629,6.1,Sodium fluoroacetate
2630,6.1,Selenate or Selenite
2631,?,(UN No.s no longer in use)
2642,6.1,Fluoroacetic acid
2643,6.1,Methyl bromoacetate
2644,6.1,Methyl iodide
2645,6.1,Phenacyl bromide
2646,6.1,Hexachlorocyclopentadiene
2647,6.1,Malononitrile
2648,6.1,"1,2-Dibromoethane-3-one"
2649,6.1,"1,3-Dichloroacetone"
2650,6.1,"1,1-Dichloro-1-nitroethane"
2651,6.1,"4,4'-Diaminodiphenylmethane"
2652,?,(UN No. no longer in use)
2653,6.1,Benzyl iodide
2654,?,(UN No. no longer in use)
2655,6.1,Potassium fluorosilicate
2656,6.1,Quinoline
2657,6.1,Selenium disulfide
2658,6.1,(UN No. no longer in use) Selenium (UN No. no longer in use)
2659,6.1,Sodium chloroacetate
2660,6.1,Nitrotoluidines (mono)
2661,6.1,Hexachloroacetone
2662,6.1,(UN No. no longer in use) Hydroquinone (UN No. no longer in use)[1]
2663,?,(UN No. no longer in use)
2664,6.1,Dibromomethane
2665,?,(UN No. no longer in use)
2666,4.3,(UN No. no longer in use) Ethyl cyanoacetate (UN No. no longer in use)
2667,6.1,Butyltoluenes
2668,6.1,Chloroacetonitrile
2669,6.1,"Chlorocresols, liquid or Chlorocresols, solid"
2670,8,Cyanuric chloride
2671,6.1,Aminopyridines (o-; m-; p-)
2672,8,"Ammonia solution, relative density between 0.880 and 0.957 at 15 °C in water, with more than 10 percent but not more than 35 percent ammonia"
2673,6.1,2-Amino-4-chlorophenol
2674,6.1,Sodium fluorosilicate
2675,?,(UN No. no longer in use) Triethylenediamine (UN No. no longer in use)
2676,2,Stibine
2677,8,Rubidium hydroxide solution
2678,8,Rubidium hydroxide
2679,8,Lithium hydroxide solution
2680,8,"Lithium hydroxide, monohydrate or Lithium hydroxide, solid"
2681,8,Caesium hydroxide solution
2682,8,Caesium hydroxide
2683,8,Ammonium sulfide solution
2684,3,Diethylaminopropylamine
2685,8,"N,N-Diethylethylenediamine"
2686,8,2-Diethylaminoethanol
2687,4.1,Dicyclohexylammonium nitrate
2688,6.1,1-Chloro-3-bromopropane
2689,6.1,Glycerol alpha-monochlorohydrin
2690,6.1,"N,n-Butyl imidazole"
2691,8,Phosphorus pentabromide
2692,8,Boron tribromide
2693,8,"Bisulfites, aqueous solutions, n.o.s."
2694,?,(UN No.s no longer in use)
2698,8,Tetrahydrophthalic anhydrides with more than 0.05 percent of maleic anhydride
2699,8,Trifluoroacetic acid
2700,?,(UN No. no longer in use)
2701,?,(UN No.s no longer in use)
2703,?,(UN No. no longer in use) Isopropyl mercaptan (UN No. no longer in use)[1]
2704,?,(UN No. no longer in use) Propyl mercaptan (UN No. no longer in use)[1]
2705,8,1-Pentol aka (2E)-3-Methyl-2-penten-4-yn-1-ol[2]
2706,?,(UN No. no longer in use) Diethylcarbinol (UN No. longer in use)[1]
2707,3,Dimethyldioxanes
2708,?,(UN No. no longer in use) Butoxyl (UN No. no longer in use)[1]
2709,3,Butyl benzenes
2710,3,Dipropyl ketone
2711,?,(UN No. no longer in use) Dibromobenzene (UN No. no longer in use)[1]
2712,?,(UN No. no longer in use)
2713,6.1,Acridine
2714,4.1,Zinc resinate
2715,4.1,Aluminum resinate
2716,6.1,"1,4-Butynediol"
2717,4.1,"Camphor, synthetic"
2718,?,(UN No. no longer in use) Tripropylaluminum (UN No. no longer in use)[1]
2719,5.1,Barium bromate
2720,5.1,Chromium nitrate
2721,5.1,Copper chlorate
2722,5.1,Lithium nitrate
2723,5.1,Magnesium chlorate
2724,5.1,Manganese nitrate
2725,5.1,Nickel nitrate
2726,5.1,Nickel nitrite
2727,6.1,Thallium nitrate
2728,5.1,Zirconium nitrate
2729,6.1,Hexachlorobenzene
2730,6.1,Nitroanisole
2731,?,(UN No. no longer in use)
2732,6.1,Nitrobromobenzenes liquid or Nitrobromobenzenes solid
2733,3,"Amines, flammable, corrosive, n.o.s. or Polyamines, flammable, corrosive, n.o.s."
2734,8,"Amines, liquid, corrosive, flammable, n.o.s. or Polyamines, liquid, corrosive, flammable, n.o.s."
2735,8,"Amines, liquid, corrosive, n.o.s. or Polyamines, liquid, corrosive, n.o.s."
2736,?,(UN No. no longer in use)
2737,?,(UN No. no longer in use) Bis-aminopropylamine (UN No. no longer in use)
2738,6.1,N-Butylaniline
2739,8.1,Butyric anhydride
2740,6.1,n-Propyl chloroformate
2741,5.1,Barium hypochlorite with more than 22 percent available chlorine
2742,6.1,"Chloroformates, toxic, corrosive, flammable, n.o.s."
2743,6.1,n-Butyl chloroformate
2744,6.1,Cyclobutyl chloroformate
2745,6.1,Chloromethyl chloroformate
2746,6.1,Phenyl chloroformate
2747,6.1,tert-Butylcyclohexylchloroformate
2748,6.1,2-Ethylhexyl chloroformate
2749,3,Tetramethylsilane
2750,6.1,"1,3-Dichloropropan-2-ol"
2751,8,Diethylthiophosphoryl chloride
2752,3,"1,2-Epoxy-3-ethoxypropane"
2753,6.1,N-Ethylbenzyltoluidines liquid or N-Ethylbenzyltoluidines solid
2754,6.1,N-Ethyltoluidines
2755,?,(UN No. no longer in use) 3-Chloroperoxybenzoic acid (UN No. no longer in use)[1]
2756,?,"(UN No. no longer in use) Organic peroxides, mixture (UN No. no longer in use)[1]"
2757,6.1,"Carbamate pesticides, solid, toxic"
2758,3,"Carbamate pesticides, liquid, flammable, toxic, flashpoint less than 23 °C"
2759,6.1,"Arsenical pesticides, solid, toxic"
2760,3,"Arsenical pesticides, liquid, flammable, toxic, flashpoint less than 23 °C"
2761,6.1,"Organochlorine pesticides, solid, toxic"
2762,3,"Organochlorine pesticides liquid, flammable, toxic, flashpoint less than 23 °C"
2763,6.1,"Triazine pesticides, solid, toxic"
2764,3,"Triazine pesticides, liquid, flammable, toxic, flashpoint less than 23 °C"
2765,?,"(UN No. no longer in use) Phenoxy pesticides, solid, toxic, n.o.s. (UN No. no longer in use)[1]"
2766,?,"(UN No. no longer in use) Phenoxy pesticides, liquid, flammable, toxic, n.o.s. (UN No. no longer in use)[1]"
2767,?,"(UN No. no longer in use) Phenylurea pesticides, solid, toxic, n.o.s. (UN No. no longer in use)[1]"
2768,?,"(UN No. no longer in use) Phenylurea pesticides, liquid, flammable, toxic, n.o.s. (UN No. no longer in use)[1]"
2769,?,"(UN No. no longer in use) Benzoic derivative pesticides, solid, toxic, n.o.s. (UN No. no longer in use)[1]"
2770,?,"(UN No. no longer in use) Benzoic derivative pesticides, liquid, flammable, toxic, n.o.s. (UN No. no longer in use)[1]"
2771,6.1,"Thiocarbamate pesticides, solid, toxic"
2772,3,"Thiocarbamate pesticide, liquid, flammable, toxic, flashpoint less than 23 °C"
2773,?,"(UN No. no longer in use) Phthalimide derivative pesticides, solid, toxic, n.o.s. (UN No. no longer in use)[1]"
2774,?,"(UN No. no longer in use) Phthalimide derivative pesticides, liquid, flammable, toxic, n.o.s. (UN No. no longer in use)[1]"
2775,6.1,"Copper based pesticides, solid, toxic"
2776,3,"Copper based pesticides, liquid, flammable, toxic, flashpoint less than 23 °C"
2777,6.1,"Mercury based pesticides, solid, toxic"
2778,3,"Mercury based pesticides, liquid, flammable, toxic, flashpoint less than 23 °C"
2779,6.1,"Substituted nitrophenol pesticides, solid, toxic"
2780,3,"Substituted nitrophenol pesticides, liquid, flammable, toxic, flashpoint less than 23 °C"
2781,6.1,"Bipyridilium pesticides, solid, toxic"
2782,3,"Bipyridilium pesticides, liquid, flammable, toxic, flashpoint less than 23 °C"
2783,6.1,"Organophosphorus pesticides, solid, toxic"
