numero_onu,classificacao_onu,grupo_embalagem,descricao
1818,8,II,SILICIUMTETRACHLORID
1819,8,II,NATRIUMALUMINATLÖSUNG
1819,8,III,NATRIUMALUMINATLÖSUNG
1823,8,II,"NATRIUMHYDROXID, FEST"
1824,8,II,NATRIUMHYDROXIDLÖSUNG
1824,8,III,NATRIUMHYDROXIDLÖSUNG
1825,8,II,NATRIUMMONOXID
1826,8,I,ABFALLNITRIERSÄUREMISCHUNG mit mehr als 50 % Salpetersäure
1826,8,II,ABFALLNITRIERSÄUREMISCHUNG mit höchstens 50 % Salpetersäure
1827,8,II,"ZINNTETRACHLORID, WASSERFREI"
1828,8,I,SCHWEFELCHLORIDE
1829,8,I,"SCHWEFELTRIOXID, STABILISIERT"
1830,8,II,SCHWEFELSÄURE mit mehr als 51 % Säure
1831,8,I,"SCHWEFELSÄURE, RAUCHEND"
1832,8,II,"SCHWEFELSÄURE, GEBRAUCHT"
1833,8,II,SCHWEFELIGE SÄURE
1834,6.1,I,SULFURYLCHLORID
1835,8,II,"TETRAMETHYLAMMONIUMHYDROXID, LÖSUNG"
1835,8,III,"TETRAMETHYLAMMONIUMHYDROXID, LÖSUNG"
1836,8,I,THIONYLCHLORID
1837,8,II,THIOPHOSPHORYLCHLORID
1838,6.1,I,TITANTETRACHLORID
1839,8,II,TRICHLORESSIGSÄURE
1840,8,III,"ZINKCHLORID, LÖSUNG"
1841,9,III,ACETALDEHYDAMMONIAK
1843,6.1,II,"AMMONIUMDINITRO-oCRESOLAT, FEST"
1845,9,UNTERLIEGT NICHT DEN VORSCHRIFTEN DES ADR mit Ausnahme von Abschnitt 5.5.3,"Kohlendioxid, fest (Trockeneis)"
1846,6.1,II,TETRACHLORKOHLENSTOFF
1847,8,II,"KALIUMSULFID, HYDRATISIERT mit mindestens 30 % Kristallwasser"
1848,8,III,PROPIONSÄURE mit mindestens 10 % und weniger als 90 Masse-% Säure
1849,8,II,"NATRIUMSULFID, HYDRATISIERT mit mindestens 30 % Kristallwasser"
1851,6.1,II,"MEDIKAMENT, FLÜSSIG, GIFTIG, N.A.G."
1851,6.1,III,"MEDIKAMENT, FLÜSSIG, GIFTIG, N.A.G."
1854,4.2,I,"BARIUMLEGIERUNGEN, PYROPHOR"
1855,4.2,I,"CALCIUM, PYROPHOR oder CALCIUMLEGIERUNGEN, PYROPHOR"
1856,4.2,UNTERLIEGT NICHT DEN VORSCHRIFTEN DES ADR,"Lappen, ölhaltig"
1857,4.2,UNTERLIEGT NICHT DEN VORSCHRIFTEN DES ADR,"Textilabfälle, nass"
1858,2,,HEXAFLUORPROPYLEN (GAS ALS KÄLTEMITTEL R 1216)
1859,2,,SILICIUMTETRAFLUORID
1860,2,,"VINYLFLUORID, STABILISIERT"
1862,3,II,ETHYLCROTONAT
1863,3,I,DÜSENKRAFTSTOFF
1863,3,II,DÜSENKRAFTSTOFF (Dampfdruck bei 50 °C grösser als 110 kPa)
1863,3,II,DÜSENKRAFTSTOFF (Dampfdruck bei 50 °C höchstens 110 kPa)
1863,3,III,DÜSENKRAFTSTOFF
1865,3,II,n-PROPYLNITRAT
1866,3,I,"HARZLÖSUNG, entzündbar"
1866,3,II,"HARZLÖSUNG, entzündbar (Dampfdruck bei 50 °C grösser als 110 kPa)"
1866,3,II,"HARZLÖSUNG, entzündbar (Dampfdruck bei 50 °C höchstens 110 kPa)"
1866,3,III,"HARZLÖSUNG, entzündbar"
1866,3,III,"HARZLÖSUNG, entzündbar (mit einem Flammpunkt unter 23 °C und viskos gemäss 2.2.3.1.4) (Dampfdruck bei 50 °C grösser als 110 kPa)"
1866,3,III,"HARZLÖSUNG, entzündbar (mit einem Flammpunkt unter 23 °C und viskos gemäss 2.2.3.1.4) (Dampfdruck bei 50 °C höchstens 110 kPa)"
1868,4.1,II,DECABORAN
1869,4.1,III,"MAGNESIUM oder MAGNESIUMLEGIERUNGEN, mit mehr als 50 % Magnesium, in Pellets, Spänen, Bändern"
1870,4.3,I,KALIUMBORHYDRID
1871,4.1,II,TITANHYDRID
1872,5.1,III,BLEIDIOXID
1873,5.1,I,"PERCHLORSÄURE mit mehr als 50 Masse-%, aber höchstens 72 Masse-% Säure"
1884,6.1,III,BARIUMOXID
1885,6.1,II,BENZIDIN
1886,6.1,II,BENZYLIDENCHLORID
1887,6.1,III,BROMCHLORMETHAN
1888,6.1,III,CHLOROFORM
1889,6.1,I,CYANBROMID
1891,3,II,ETHYLBROMID
1892,6.1,I,ETHYLDICHLORARSIN
1894,6.1,II,PHENYLQUECKSILBER(II)HYDROXID
1895,6.1,II,PHENYLQUECKSILBER(II)NITRAT
1897,6.1,III,TETRACHLORETHYLEN
1898,8,II,ACETYLIODID
1902,8,III,DIISOOCTYLPHOSPHAT
1903,8,I,"DESINFEKTIONSMITTEL, FLÜSSIG, ÄTZEND, N.A.G."
1903,8,II,"DESINFEKTIONSMITTEL, FLÜSSIG, ÄTZEND, N.A.G."
1903,8,III,"DESINFEKTIONSMITTEL, FLÜSSIG, ÄTZEND, N.A.G."
1905,8,I,SELENSÄURE
1906,8,II,ABFALLSCHWEFELSÄURE
1907,8,III,NATRONKALK mit mehr als 4 % Natriumhydroxid
1908,8,II,CHLORITLÖSUNG
1908,8,III,CHLORITLÖSUNG
1910,8,UNTERLIEGT NICHT DEN VORSCHRIFTEN DES ADR,Calciumoxid
1911,2,,DIBORAN
1912,2,,"METHYLCHLORID UND DICHLORMETHAN, GEMISCH"
1913,2,,"NEON, TIEFGEKÜHLT, FLÜSSIG"
1914,3,III,BUTYLPROPIONATE
1915,3,III,CYCLOHEXANON
1916,6.1,II,"2,2'-DICHLORDIETHYLETHER"
1917,3,II,"ETHYLACRYLAT, STABILISIERT"
1918,3,III,ISOPROPYLBENZEN
1919,3,II,"METHYLACRYLAT, STABILISIERT"
1920,3,III,NONANE
1921,3,I,"PROPYLENIMIN, STABILISIERT"
1922,3,II,PYRROLIDIN
1923,4.2,II,CALCIUMDITHIONIT (CALCIUMHYDROSULFIT)
1928,4.3,I,METHYLMAGNESIUMBROMID IN ETHYLETHER
1929,4.2,II,KALIUMDITHIONIT (KALIUMHYDROSULFIT)
1931,9,III,ZINKDITHIONIT
1932,4.2,III,ZIRKONIUM-ABFALL
1935,6.1,I,"CYANID, LÖSUNG, N.A.G."
1935,6.1,II,"CYANID, LÖSUNG, N.A.G."
1935,6.1,III,"CYANID, LÖSUNG, N.A.G."
1938,8,II,"BROMESSIGSÄURE, LÖSUNG"
1938,8,III,"BROMESSIGSÄURE, LÖSUNG"
1939,8,II,PHOSPHOROXYBROMID
1940,8,II,THIOGLYCOLSÄURE
1941,9,III,DIBROMDIFLUORMETHAN
1942,5.1,III,"AMMONIUMNITRAT mit höchstens 0,2 % brennbaren Stoffen, einschliesslich jedes als Kohlenstoff berechneten organischen Stoffes, unter Ausschluss jedes anderen zugesetzten Stoffes"
1944,4.1,III,"SICHERHEITSZÜNDHÖLZER (Heftchen, Kärtchen oder Schachteln mit Reibfläche)"
1945,4.1,III,WACHSZÜNDHÖLZER
1950,2,,"DRUCKGASPACKUNGEN, erstickend"
1950,2,,"DRUCKGASPACKUNGEN, ätzend"
1950,2,,"DRUCKGASPACKUNGEN, ätzend, oxidierend"
1950,2,,"DRUCKGASPACKUNGEN, entzündbar"
1950,2,,"DRUCKGASPACKUNGEN, entzündbar, ätzend"
1950,2,,"DRUCKGASPACKUNGEN, oxidierend"
1950,2,,"DRUCKGASPACKUNGEN, giftig"
1950,2,,"DRUCKGASPACKUNGEN, giftig, ätzend"
1950,2,,"DRUCKGASPACKUNGEN, giftig, entzündbar"
1950,2,,"DRUCKGASPACKUNGEN, giftig, entzündbar, ätzend"
1950,2,,"DRUCKGASPACKUNGEN, giftig, oxidierend"
1950,2,,"DRUCKGASPACKUNGEN, giftig, oxidierend, ätzend"
1951,2,,"ARGON, TIEFGEKÜHLT, FLÜSSIG"
1952,2,,"ETHYLENOXID UND KOHLENDIOXID, GEMISCH mit höchstens 9 % Ethylenoxid"
1953,2,,"VERDICHTETES GAS, GIFTIG, ENTZÜNDBAR, N.A.G."
1954,2,,"VERDICHTETES GAS, ENTZÜNDBAR, N.A.G."
1955,2,,"VERDICHTETES GAS, GIFTIG, N.A.G."
1956,2,,"VERDICHTETES GAS, N.A.G."
1957,2,,"DEUTERIUM, VERDICHTET"
1958,2,,"1,2-DICHLOR-1,1,2,2TETRAFLUORETHAN (GAS ALS KÄLTEMITTEL R 114)"
1959,2,,"1,1-DIFLUORETHYLEN (GAS ALS KÄLTEMITTEL R 1132a)"
1961,2,,"ETHAN, TIEFGEKÜHLT, FLÜSSIG"
1962,2,,ETHYLEN
1963,2,,"HELIUM, TIEFGEKÜHLT, FLÜSSIG"
1964,2,,"KOHLENWASSERSTOFFGAS, GEMISCH, VERDICHTET, N.A.G."
1965,2,,"KOHLENWASSERSTOFFGAS, GEMISCH, VERFLÜSSIGT, N.A.G. (Gemisch A, A 01, A 02, A 0, A 1, B 1, B 2, B oder C)"
1966,2,,"WASSERSTOFF, TIEFGEKÜHLT, FLÜSSIG"
1967,2,,"INSEKTENBEKÄMPFUNGSMITTEL, GASFÖRMIG, GIFTIG, N.A.G."
1968,2,,"INSEKTENBEKÄMPFUNGSMITTEL, GASFÖRMIG, N.A.G."
1969,2,,ISOBUTAN
1970,2,,"KRYPTON, TIEFGEKÜHLT, FLÜSSIG"
1971,2,,"METHAN, VERDICHTET oder ERDGAS, VERDICHTET, mit hohem Methangehalt"
1972,2,,"METHAN, TIEFGEKÜHLT, FLÜSSIG oder ERDGAS, TIEFGEKÜHLT, FLÜSSIG, mit hohem Methangehalt"
1973,2,,"CHLORDIFLUORMETHAN UND CHLORPENTAFLUORETHAN, GEMISCH mit einem konstanten Siedepunkt, mit ca. 49 % Chlordifluormethan (GAS ALS KÄLTEMITTEL R 502)"
1974,2,,BROMCHLORDIFLUORMETHAN (GAS ALS KÄLTEMITTEL R 12B1)
1975,2,,"STICKSTOFFMONOXID UND DISTICKSTOFFTETROXID, GEMISCH (STICKSTOFFMONOXID UND STICKSTOFFDIOXID, GEMISCH)"
1976,2,,OCTAFLUORCYCLOBUTAN (GAS ALS KÄLTEMITTEL RC 318)
1977,2,,"STICKSTOFF, TIEFGEKÜHLT, FLÜSSIG"
1978,2,,PROPAN
1982,2,,TETRAFLUORMETHAN (GAS ALS KÄLTEMITTEL R 14)
1983,2,,"1-CHLOR-2,2,2TRIFLUORETHAN (GAS ALS KÄLTEMITTEL R 133a)"
1984,2,,TRIFLUORMETHAN (GAS ALS KÄLTEMITTEL R 23)
1986,3,I,"ALKOHOLE, ENTZÜNDBAR, GIFTIG, N.A.G."
1986,3,II,"ALKOHOLE, ENTZÜNDBAR, GIFTIG, N.A.G."
1986,3,III,"ALKOHOLE, ENTZÜNDBAR, GIFTIG, N.A.G."
1987,3,II,"ALKOHOLE, N.A.G. (Dampfdruck bei 50 °C grösser als 110 kPa)"
1987,3,II,"ALKOHOLE, N.A.G. (Dampfdruck bei 50 °C höchstens 110 kPa)"
1987,3,III,"ALKOHOLE, N.A.G."
1988,3,I,"ALDEHYDE, ENTZÜNDBAR, GIFTIG, N.A.G."
1988,3,II,"ALDEHYDE, ENTZÜNDBAR, GIFTIG, N.A.G."
1988,3,III,"ALDEHYDE, ENTZÜNDBAR, GIFTIG, N.A.G."
1989,3,I,"ALDEHYDE, N.A.G."
1989,3,II,"ALDEHYDE, N.A.G. (Dampfdruck bei 50 °C grösser als 110 kPa)"
1989,3,II,"ALDEHYDE, N.A.G. (Dampfdruck bei 50 °C höchstens 110 kPa)"
1989,3,III,"ALDEHYDE, N.A.G."
1990,9,III,BENZALDEHYD
1991,3,I,"CHLOROPREN, STABILISIERT"
1992,3,I,"ENTZÜNDBARER FLÜSSIGER STOFF, GIFTIG, N.A.G."
1992,3,II,"ENTZÜNDBARER FLÜSSIGER STOFF, GIFTIG, N.A.G."
1992,3,III,"ENTZÜNDBARER FLÜSSIGER STOFF, GIFTIG, N.A.G."
1993,3,I,"ENTZÜNDBARER FLÜSSIGER STOFF, N.A.G."
1993,3,II,"ENTZÜNDBARER FLÜSSIGER STOFF, N.A.G. (Dampfdruck bei 50 °C grösser als 110 kPa)"
1993,3,II,"ENTZÜNDBARER FLÜSSIGER STOFF, N.A.G. (Dampfdruck bei 50 °C höchstens 110 kPa)"
1993,3,III,"ENTZÜNDBARER FLÜSSIGER STOFF, N.A.G."
1993,3,III,"ENTZÜNDBARER FLÜSSIGER STOFF, N.A.G. (mit einem Flammpunkt unter 23 °C und viskos gemäss 2.2.3.1.4) (Dampfdruck bei 50 °C grösser als 110 kPa)"
1993,3,III,"ENTZÜNDBARER FLÜSSIGER STOFF, N.A.G. (mit einem Flammpunkt unter 23 °C und viskos gemäss 2.2.3.1.4) (Dampfdruck bei 50 °C höchstens 110 kPa)"
1994,6.1,I,EISENPENTACARBONYL
1999,3,II,"TEERE, FLÜSSIG, einschliesslich Strassenöle und Cutback-Bitumen (Verschnittbitumen) (Dampfdruck bei 50 °C grösser als 110 kPa)"
1999,3,II,"TEERE, FLÜSSIG, einschliesslich Strassenöle und Cutback-Bitumen (Verschnittbitumen) (Dampfdruck bei 50 °C höchstens 110 kPa)"
1999,3,III,"TEERE, FLÜSSIG, einschliesslich Strassenöle und Cutback-Bitumen (Verschnittbitumen)"
1999,3,III,"TEERE, FLÜSSIG, einschliesslich Strassenöle und Cutback-Bitumen (Verschnittbitumen) (mit einem Flammpunkt unter 23 °C und viskos gemäss 2.2.3.1.4) (Dampfdruck bei 50 °C grösser als 110 kPa)"
1999,3,III,"TEERE, FLÜSSIG, einschliesslich Strassenöle und Cutback-Bitumen (Verschnittbitumen) (mit einem Flammpunkt unter 23 °C und viskos gemäss 2.2.3.1.4) (Dampfdruck bei 50 °C höchstens 110 kPa)"
2000,4.1,III,"ZELLULOID in Blöcken, Stangen, Platten, Rohren, usw. (ausgenommen Abfälle)"
2001,4.1,III,COBALTNAPHTHENATPULVER
2002,4.2,III,"ZELLULOID, ABFALL"
2004,4.2,II,MAGNESIUMDIAMID
2006,4.2,III,"KUNSTSTOFFE AUF NITROCELLULOSEBASIS, SELBSTERHITZUNGSFÄHIG, N.A.G."
2008,4.2,I,"ZIRKONIUM-PULVER, TROCKEN"
2008,4.2,II,"ZIRKONIUM-PULVER, TROCKEN"
2008,4.2,III,"ZIRKONIUM-PULVER, TROCKEN"
2009,4.2,III,"ZIRKONIUM, TROCKEN, Bleche, Streifen oder gerollter Draht (dünner als 18 μm)"
2010,4.3,I,MAGNESIUMHYDRID
2011,4.3,I,MAGNESIUMPHOSPHID
2012,4.3,I,KALIUMPHOSPHID
2013,4.3,I,STRONTIUMPHOSPHID
2014,5.1,II,"WASSERSTOFFPEROXID, WÄSSERIGE LÖSUNG mit mindestens 20 %, aber höchstens 60 % Wasserstoffperoxid (Stabilisierung nach Bedarf)"
2015,5.1,I,"WASSERSTOFFPEROXID, STABILISIERT oder WASSERSTOFFPEROXID, WÄSSERIGE LÖSUNG, STABILISIERT, mit mehr als 70 % Wasserstoffperoxid"
2015,5.1,I,"WASSERSTOFFPEROXID, WÄSSERIGE LÖSUNG, STABILISIERT, mit mehr als 60 %, aber höchstens 70 % Wasserstoffperoxid"
2016,6.1,,"MUNITION, GIFTIG, NICHT EXPLOSIV, ohne Zerleger oder Ausstossladung, nicht scharf"
2017,6.1,,"MUNITION, TRÄNENERZEUGEND, NICHT EXPLOSIV, ohne Zerleger oder Ausstossladung, nicht scharf"
2018,6.1,II,"CHLORANILINE, FEST"
2019,6.1,II,"CHLORANILINE, FLÜSSIG"
2020,6.1,III,"CHLORPHENOLE, FEST"
2021,6.1,III,"CHLORPHENOLE, FLÜSSIG"
2022,6.1,II,CRESYLSÄURE
2023,6.1,II,EPICHLORHYDRIN
2024,6.1,I,"QUECKSILBERVERBINDUNG, FLÜSSIG, N.A.G."
2024,6.1,II,"QUECKSILBERVERBINDUNG, FLÜSSIG, N.A.G."
2024,6.1,III,"QUECKSILBERVERBINDUNG, FLÜSSIG, N.A.G."
2025,6.1,I,"QUECKSILBERVERBINDUNG, FEST, N.A.G."
2025,6.1,II,"QUECKSILBERVERBINDUNG, FEST, N.A.G."
2025,6.1,III,"QUECKSILBERVERBINDUNG, FEST, N.A.G."
2026,6.1,I,"PHENYLQUECKSILBERVERBINDUNG, N.A.G."
2026,6.1,II,"PHENYLQUECKSILBERVERBINDUNG, N.A.G."
2026,6.1,III,"PHENYLQUECKSILBERVERBINDUNG, N.A.G."
2027,6.1,II,"NATRIUMARSENIT, FEST"
2028,8,II,"RAUCHBOMBEN, NEBELBOMBEN, NICHT EXPLOSIV, ätzenden flüssigen Stoff enthaltend, ohne Zünder"
2029,8,I,"HYDRAZIN, WASSERFREI"
2030,8,I,"HYDRAZIN, WÄSSERIGE LÖSUNG mit mehr als 37 Masse-% Hydrazin"
2030,8,II,"HYDRAZIN, WÄSSERIGE LÖSUNG mit mehr als 37 Masse-% Hydrazin"
2030,8,III,"HYDRAZIN, WÄSSERIGE LÖSUNG mit mehr als 37 Masse-% Hydrazin"
2031,8,I,"SALPETERSÄURE, andere als rotrauchende, mit mehr als 70 % Säure"
2031,8,II,"SALPETERSÄURE, andere als rotrauchende, mit mindestens 65 %, aber höchstens 70 % Säure"
2031,8,II,"SALPETERSÄURE, andere als rotrauchende, mit weniger als 65 % Säure"
2032,8,I,"SALPETERSÄURE, ROTRAUCHEND"
2033,8,II,KALIUMMONOXID
2034,2,,"WASSERSTOFF UND METHAN, GEMISCH, VERDICHTET"
2035,2,,"1,1,1-TRIFLUORETHAN (GAS ALS KÄLTEMITTEL R 143a)"
2036,2,,XENON
2037,2,,"GEFÄSSE, KLEIN, MIT GAS (GASPATRONEN), ohne Entnahmeeinrichtung, nicht wiederbefüllbar"
2037,2,,"GEFÄSSE, KLEIN, MIT GAS (GASPATRONEN), ohne Entnahmeeinrichtung, nicht wiederbefüllbar"
2037,2,,"GEFÄSSE, KLEIN, MIT GAS (GASPATRONEN), ohne Entnahmeeinrichtung, nicht wiederbefüllbar"
2037,2,,"GEFÄSSE, KLEIN, MIT GAS (GASPATRONEN), ohne Entnahmeeinrichtung, nicht wiederbefüllbar"
2037,2,,"GEFÄSSE, KLEIN, MIT GAS (GASPATRONEN), ohne Entnahmeeinrichtung, nicht wiederbefüllbar"
2037,2,,"GEFÄSSE, KLEIN, MIT GAS (GASPATRONEN), ohne Entnahmeeinrichtung, nicht wiederbefüllbar"
2037,2,,"GEFÄSSE, KLEIN, MIT GAS (GASPATRONEN), ohne Entnahmeeinrichtung, nicht wiederbefüllbar"
2037,2,,"GEFÄSSE, KLEIN, MIT GAS (GASPATRONEN), ohne Entnahmeeinrichtung, nicht wiederbefüllbar"
2037,2,,"GEFÄSSE, KLEIN, MIT GAS (GASPATRONEN), ohne Entnahmeeinrichtung, nicht wiederbefüllbar"
2038,6.1,II,"DINITROTOLUENE, FLÜSSIG"
2044,2,,"2,2-DIMETHYLPROPAN"
2045,3,II,ISOBUTYRALDEHYD (ISOBUTYLALDEHYD)
2046,3,III,CYMENE
2047,3,II,DICHLORPROPENE
2047,3,III,DICHLORPROPENE
2048,3,III,DICYCLOPENTADIEN
2049,3,III,DIETHYLBENZEN
2050,3,II,"DIISOBUTYLEN, ISOMERE VERBINDUNGEN"
2051,8,II,2-DIMETHYLAMINOETHANOL
2052,3,III,DIPENTEN
2053,3,III,METHYLISOBUTYLCARBINOL
2054,8,I,MORPHOLIN
2055,3,III,"STYREN, MONOMER, STABILISIERT"
2056,3,II,TETRAHYDROFURAN
2057,3,II,TRIPROPYLEN
2057,3,III,TRIPROPYLEN
2058,3,II,VALERALDEHYD
2059,3,I,"NITROCELLULOSE, LÖSUNG, ENTZÜNDBAR, mit höchstens 12,6 % Stickstoff in der Trockenmasse und höchstens 55 % Nitrocellulose"
2059,3,II,"NITROCELLULOSE, LÖSUNG, ENTZÜNDBAR, mit höchstens 12,6 % Stickstoff in der Trockenmasse und höchstens 55 % Nitrocellulose (Dampfdruck bei 50 °C grösser als 110 kPa)"
2059,3,II,"NITROCELLULOSE, LÖSUNG, ENTZÜNDBAR, mit höchstens 12,6 % Stickstoff in der Trockenmasse und höchstens 55 % Nitrocellulose (Dampfdruck bei 50 °C höchstens 110 kPa)"
2059,3,III,"NITROCELLULOSE, LÖSUNG, ENTZÜNDBAR, mit höchstens 12,6 % Stickstoff in der Trockenmasse und höchstens 55 % Nitrocellulose"
2067,5.1,III,AMMONIUMNITRATHALTIGES DÜNGEMITTEL
2071,9,,AMMONIUMNITRATHALTIGES DÜNGEMITTEL
2073,2,,"AMMONIAKLÖSUNG in Wasser, relative Dichte kleiner als 0,880 bei 15 °C, mit mehr als 35 %, aber höchstens 50 % Ammoniak"
2074,6.1,III,"ACRYLAMID, FEST"
2075,6.1,II,"CHLORAL, WASSERFREI, STABILISIERT"
2076,6.1,II,"CRESOLE, FLÜSSIG"
2077,6.1,III,alpha-NAPHTHYLAMIN
2078,6.1,II,TOLUENDIISOCYANAT
2079,8,II,DIETHYLENTRIAMIN
2186,2,BEFÖRDERUNG VERBOTEN,"CHLORWASSERSTOFF, TIEFGEKÜHLT, FLÜSSIG"
2187,2,,"KOHLENDIOXID, TIEFGEKÜHLT, FLÜSSIG"
2188,2,,ARSENWASSERSTOFF (ARSIN)
2189,2,,DICHLORSILAN
2190,2,,"SAUERSTOFFDIFLUORID, VERDICHTET"
2191,2,,SULFURYLFLUORID
2192,2,,GERMANIUMWASSERSTOFF (GERMAN)
2193,2,,HEXAFLUORETHAN (GAS ALS KÄLTEMITTEL R 116)
2194,2,,SELENHEXAFLUORID
2195,2,,TELLURHEXAFLUORID
2196,2,,WOLFRAMHEXAFLUORID
2197,2,,"IODWASSERSTOFF, WASSERFREI"
2198,2,,PHOSPHORPENTAFLUORID
2199,2,,PHOSPHORWASSERSTOFF (PHOSPHIN)
2200,2,,"PROPADIEN, STABILISIERT"
2201,2,,"DISTICKSTOFFMONOXID, TIEFGEKÜHLT, FLÜSSIG"
2202,2,,"SELENWASSERSTOFF, WASSERFREI"
2203,2,,SILICIUMWASSERSTOFF (SILAN)
2204,2,,CARBONYLSULFID
2205,6.1,III,ADIPONITRIL
2206,6.1,II,"ISOCYANATE, GIFTIG, N.A.G. oder ISOCYANAT, LÖSUNG, GIFTIG, N.A.G."
2206,6.1,III,"ISOCYANATE, GIFTIG, N.A.G. oder ISOCYANAT, LÖSUNG, GIFTIG, N.A.G."
2208,5.1,III,"CALCIUMHYPOCHLORIT, MISCHUNG, TROCKEN, mit mehr als 10 %, aber höchstens 39 % aktivem Chlor"
2209,8,III,FORMALDEHYDLÖSUNG mit mindestens 25 % Formaldehyd
2210,4.2,III,MANEB oder MANEBZUBEREITUNGEN mit mindestens 60 Masse-% Maneb
2211,9,III,"SCHÄUMBARE POLYMERKÜGELCHEN, entzündbare Dämpfe abgebend"
2212,9,II,"ASBEST, AMPHIBOL (Amosit, Tremolit, Aktinolith, Anthophyllit, Krokydolith)"
2213,4.1,III,PARAFORMALDEHYD
2214,8,III,"PHTHALSÄUREANHYDRID mit mehr als 0,05 % Maleinsäureanhydrid"
2215,8,III,"MALEINSÄUREANHYDRID, GESCHMOLZEN"
2215,8,III,MALEINSÄUREANHYDRID
2216,9,UNTERLIEGT NICHT DEN VORSCHRIFTEN DES ADR,"Fischmehl (Fischabfälle), stabilisiert"
2217,4.2,III,"ÖLSAATKUCHEN mit höchstens 1,5 Masse-% Öl und höchstens 11 Masse-% Feuchtigkeit"
2218,8,II,"ACRYLSÄURE, STABILISIERT"
2219,3,III,ALLYLGLYCIDYLETHER
2222,3,III,ANISOL
2224,6.1,II,BENZONITRIL
2225,8,III,BENZENSULFONYLCHLORID
2226,8,II,BENZOTRICHLORID
2227,3,III,"n-BUTYLMETHACRYLAT, STABILISIERT"
2232,6.1,I,2-CHLORETHANAL
2233,6.1,III,CHLORANISIDINE
2234,3,III,CHLORBENZOTRIFLUORIDE
2235,6.1,III,"CHLORBENZYLCHLORIDE, FLÜSSIG"
2236,6.1,II,"3-CHLOR-4-METHYLPHENYLISOCYANAT, FLÜSSIG"
2237,6.1,III,CHLORNITROANILINE
2238,3,III,CHLORTOLUENE
2239,6.1,III,"CHLORTOLUIDINE, FEST"
2240,8,I,CHROMSCHWEFELSÄURE
2241,3,II,CYCLOHEPTAN
2242,3,II,CYCLOHEPTEN
2243,3,III,CYCLOHEXYLACETAT
2244,3,III,CYCLOPENTANOL
2245,3,III,CYCLOPENTANON
2246,3,II,CYCLOPENTEN
2247,3,III,n-DECAN
2248,8,II,DI-n-BUTYLAMIN
2249,6.1,BEFÖRDERUNG VERBOTEN,"DICHLORDIMETHYLETHER, SYMMETRISCH"
2250,6.1,II,DICHLORPHENYLISOCYANATE
2251,3,II,"BICYCLO-[2,2,1]-HEPTA-2,5DIEN, STABILISIERT (NORBORNAN-2,5-DIEN, STABILISIERT)"
2252,3,II,"1,2-DIMETHOXYETHAN"
2253,6.1,II,"N,N-DIMETHYLANILIN"
2254,4.1,III,STURMZÜNDHÖLZER
2256,3,II,CYCLOHEXEN
2257,4.3,I,KALIUM
2258,8,II,"1,2-PROPYLENDIAMIN"
2259,8,II,TRIETHYLENTETRAMIN
2260,3,III,TRIPROPYLAMIN
2261,6.1,II,"XYLENOLE, FEST"
2262,8,II,"N,N-DIMETHYLCARBAMOYLCHLORID"
2263,3,II,DIMETHYLCYCLOHEXANE
2264,8,II,"N,N-DIMETHYLCYCLOHEXYLAMIN"
2265,3,III,"N,N-DIMETHYLFORMAMID"
2266,3,II,DIMETHYL-N-PROPYLAMIN
2267,6.1,II,DIMETHYLTHIOPHOSPHORYLCHLORID
2269,8,III,"3,3'-IMINOBISPROPYLAMIN"
2270,3,II,"ETHYLAMIN, WÄSSERIGE LÖSUNG mit mindestens 50 Masse-% und höchstens 70 Masse-% Ethylamin"
2271,3,III,ETHYLAMYLKETON
2272,6.1,III,N-ETHYLANILIN
2273,6.1,III,2-ETHYLANILIN
2274,6.1,III,N-ETHYL-N-BENZYLANILIN
2275,3,III,2-ETHYLBUTANOL
2276,3,III,2-ETHYLHEXYLAMIN
2277,3,II,"ETHYLMETHACRYLAT, STABILISIERT"
2278,3,II,n-HEPTEN
2279,6.1,III,HEXACHLORBUTADIEN
2280,8,III,"HEXAMETHYLENDIAMIN, FEST"
2281,6.1,II,HEXAMETHYLENDIISOCYANAT
2282,3,III,HEXANOLE
2283,3,III,"ISOBUTYLMETHACRYLAT, STABILISIERT"
2284,3,II,ISOBUTYRONITRIL
2285,6.1,II,ISOCYANATOBENZOTRIFLUORIDE
2286,3,III,PENTAMETHYLHEPTAN
2287,3,II,ISOHEPTENE
2288,3,II,ISOHEXENE
2289,8,III,ISOPHORONDIAMIN
2290,6.1,III,ISOPHORONDIISOCYANAT
2291,6.1,III,"BLEIVERBINDUNG, LÖSLICH, N.A.G."
2293,3,III,4-METHOXY-4METHYLPENTAN-2-ON
2294,6.1,III,N-METHYLANILIN
2295,6.1,I,METHYLCHLORACETAT
2296,3,II,METHYLCYCLOHEXAN
2297,3,III,METHYLCYCLOHEXANON
2298,3,II,METHYLCYCLOPENTAN
2299,6.1,III,METHYLDICHLORACETAT
2300,6.1,III,2-METHYL-5-ETHYLPYRIDIN
2301,3,II,2-METHYLFURAN
2302,3,III,5-METHYLHEXAN-2-ON
2303,3,III,ISOPROPENYLBENZEN
2304,4.1,III,"NAPHTHALEN, GESCHMOLZEN"
2305,8,II,NITROBENZENSULFONSÄURE
2306,6.1,II,"NITROBENZOTRIFLUORIDE, FLÜSSIG"
2307,6.1,II,3-NITRO-4CHLORBENZOTRIFLUORID
2308,8,II,"NITROSYLSCHWEFELSÄURE, FLÜSSIG"
2309,3,II,OCTADIENE
